"","Run","SampleName.x","assembly.x","n_seqs.x","smallest.x","largest.x","n_bases.x","mean_len.x","n_under_200.x","n_over_1k.x","n_over_10k.x","n_with_orf.x","mean_orf_percent.x","n90.x","n70.x","n50.x","n30.x","n10.x","gc.x","gc_skew.x","at_skew.x","cpg_ratio.x","bases_n.x","proportion_n.x","linguistic_complexity.x","fragments","fragments_mapped","p_fragments_mapped","good_mappings","p_good_mapping","bad_mappings","potential_bridges","bases_uncovered","p_bases_uncovered","contigs_uncovbase","p_contigs_uncovbase","contigs_uncovered","p_contigs_uncovered","contigs_lowcovered","p_contigs_lowcovered","contigs_segmented","p_contigs_segmented","score","optimal_score","cutoff","assembly.y","n_seqs.y","smallest.y","largest.y","n_bases.y","mean_len.y","n_under_200.y","n_over_1k.y","n_over_10k.y","n_with_orf.y","mean_orf_percent.y","n90.y","n70.y","n50.y","n30.y","n10.y","gc.y","gc_skew.y","at_skew.y","cpg_ratio.y","bases_n.y","proportion_n.y","linguistic_complexity.y","CRBB_hits","n_contigs_with_CRBB","p_contigs_with_CRBB","rbh_per_reference","n_refs_with_CRBB","p_refs_with_CRBB","cov25","p_cov25","cov50","p_cov50","cov75","p_cov75","cov85","p_cov85","cov95","p_cov95","reference_coverage","ID","Complete","Fragmented","Missing","Total","Complete_BUSCO_perc","Input.Reads","Surviving.Reads","Percent.Surviving","Unique_kmers","Investigator","HighLevelClassification","Phylum","Class","Order","Family","Genus","Species","Strain","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName.y","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"227","SRR1296914","MMETSP0294","/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296914/trinity/trinity_out/Heterosigma_akashiwo_SRR1296914.Trinity.fixed.fa",47427,201,13981,30454437,642.1329,0,8373,3,18053,79.61412,289,544,876,1312,2169,0.52896,0.01537,0.0085,1.94591,0,0,0.12488,31138571,28741319,0.92301,25121829,0.80678,3619490,27952,288920,0.00949,13542,0.28553,224,0.00472,26602,0.5609,2726,0.05748,0.36406,0.39592,0.28477,"/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296914/trinity/Heterosigma_akashiwo_SRR1296914.Trinity.fixed.fasta",47427,201,13981,30454437,642.1329,0,8373,3,18053,79.61412,289,544,876,1312,2169,0.52896,0.01537,0.0085,1.94591,0,0,0.12488,31986,31986,0.67443,0.8304,26989,0.70067,13875,0.36021,12568,0.32628,10880,0.28246,9904,0.25712,8454,0.21948,0.30698,"Heterosigma_akashiwo_SRR1296914",195,110,124,429,0.454545455,31175731,31138571,99.88,28952655,"SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Ochrophyta","Raphidophyceae","Chattonellales","Chattonellaceae","Heterosigma","akashiwo","CCMP2393","22-Jul-15","26-Jul-15",31175731,3117573100,31175731,100,1971,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296914","SRX551321",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619030","SAMN02740453","simple",2829,"Heterosigma akashiwo","MMETSP0294",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","3A666C9973728D46A79C9CAA55F47FA9","A178946055AE87A117490E4B9953CBD0"
"228","SRR1296915","MMETSP0295","/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296915/trinity/trinity_out/Heterosigma_akashiwo_SRR1296915.Trinity.fixed.fa",41236,201,10184,24487423,593.83604,0,6063,1,14304,79.74871,274,488,783,1180,1988,0.52641,0.0154,0.00971,1.92972,0,0,0.11735,23181881,21025886,0.907,18125736,0.78189,2900150,22340,206886,0.00845,10763,0.26101,170,0.00412,27200,0.65962,1979,0.04799,0.34325,0.36992,0.37425,"/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296915/trinity/Heterosigma_akashiwo_SRR1296915.Trinity.fixed.fasta",41236,201,10184,24487423,593.83604,0,6063,1,14304,79.74871,274,488,783,1180,1988,0.52641,0.0154,0.00971,1.92972,0,0,0.11735,25315,25315,0.61391,0.84022,21483,0.71303,10994,0.3649,9990,0.33157,8662,0.2875,7929,0.26317,6761,0.2244,0.31257,"Heterosigma_akashiwo_SRR1296915",147,118,164,429,0.342657343,23209198,23181881,99.88,22656868,"SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Ochrophyta","Raphidophyceae","Chattonellales","Chattonellaceae","Heterosigma","akashiwo","CCMP2393","22-Jul-15","26-Jul-15",23209198,2320919800,23209198,100,1468,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296915","SRX551322",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619031","SAMN02740454","simple",2829,"Heterosigma akashiwo","MMETSP0295",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","A069F454B336B5D3A076F8758254FE3A","90638597B86370ABC9F80F312F6AA6B3"
"229","SRR1296916","MMETSP0296","/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296916/trinity/trinity_out/Heterosigma_akashiwo_SRR1296916.Trinity.fixed.fa",41475,201,10144,24538719,591.65085,0,6134,1,14145,78.78708,273,485,784,1181,1944,0.52439,0.01388,0.00726,1.9254,0,0,0.11731,28087514,25661686,0.91363,22523339,0.8019,3138347,21108,234815,0.00957,10379,0.25025,258,0.00622,25341,0.61099,2652,0.06394,0.36185,0.38577,0.03494,"/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296916/trinity/Heterosigma_akashiwo_SRR1296916.Trinity.fixed.fasta",41475,201,10144,24538719,591.65085,0,6134,1,14145,78.78708,273,485,784,1181,1944,0.52439,0.01388,0.00726,1.9254,0,0,0.11731,27757,27757,0.66925,1.01089,23373,0.85123,11972,0.43601,11191,0.40757,9999,0.36416,9454,0.34431,8556,0.3116,0.4335,"Heterosigma_akashiwo_SRR1296916",176,112,141,429,0.41025641,28094148,28087514,99.98,21520584,"SonyaDyhrman","Stramenopila(SAR,Chromalveolata)","Ochrophyta","Raphidophyceae","Chattonellales","Chattonellaceae","Heterosigma","akashiwo","CCMP2393","22-Jul-15","26-Jul-15",28094148,2809414800,28094148,100,1652,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296916","SRX551323",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619032","SAMN02740455","simple",2829,"Heterosigma akashiwo","MMETSP0296",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","7824787907B529A95915B8374A828B1E","0607602D50147C94EBD1629ACAA4BFB7"
"230","SRR1296918","MMETSP0149","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_debilis/SRR1296918/trinity/trinity_out/Chaetoceros_debilis_SRR1296918.Trinity.fixed.fa",23776,201,17408,23034728,968.82268,0,8290,5,12570,82.85326,402,979,1519,2172,3672,0.43247,0.01196,0.00885,1.79704,0,0,0.17733,26356589,25066555,0.95105,22940145,0.87038,2126410,16128,189409,0.00822,6493,0.27309,135,0.00568,12581,0.52915,1065,0.04479,0.4593,0.54217,0.44501,"/mnt/scratch/ljcohen/mmetsp/Chaetoceros_debilis/SRR1296918/trinity/Chaetoceros_debilis_SRR1296918.Trinity.fixed.fasta",23776,201,17408,23034728,968.82268,0,8290,5,12570,82.85326,402,979,1519,2172,3672,0.43247,0.01196,0.00885,1.79704,0,0,0.17733,17295,17295,0.72741,1.05942,13357,0.81819,6990,0.42818,6410,0.39265,5707,0.34959,5427,0.33243,5001,0.30634,0.45355,"Chaetoceros_debilis_SRR1296918",273,32,124,429,0.636363636,26360693,26356589,99.98,25358663,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","debilis","MM31A-1","22-Jul-15","26-Jul-15",26360693,2636069300,26360693,100,1614,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296918","SRX551325",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619033","SAMN02740223","simple",122233,"Chaetoceros debilis","MMETSP0149",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","D8F6E6A1AD5F276C6AE068A3B400AECF","5EA46B9B3798FA9D241C353B12D5ACC6"
"231","SRR1296919","MMETSP0150","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_debilis/SRR1296919/trinity/trinity_out/Chaetoceros_debilis_SRR1296919.Trinity.fixed.fa",24915,201,14861,27924906,1120.80698,0,10452,6,14318,80.07876,505,1149,1720,2442,4075,0.43079,0.01067,0.00851,1.8029,0,0,0.19983,25755031,24452982,0.94944,22276412,0.86493,2176570,18353,247358,0.00886,7514,0.30159,160,0.00642,9925,0.39835,1388,0.05571,0.46169,0.55854,0.44745,"/mnt/scratch/ljcohen/mmetsp/Chaetoceros_debilis/SRR1296919/trinity/Chaetoceros_debilis_SRR1296919.Trinity.fixed.fasta",24915,201,14861,27924906,1120.80698,0,10452,6,14318,80.07876,505,1149,1720,2442,4075,0.43079,0.01067,0.00851,1.8029,0,0,0.19983,20176,20176,0.80979,1.05911,14983,0.78651,7768,0.40777,7110,0.37323,6218,0.3264,5844,0.30677,5322,0.27937,0.44483,"Chaetoceros_debilis_SRR1296919",287,26,116,429,0.668997669,25757656,25755031,99.99,27497228,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","debilis","MM31A-1","22-Jul-15","26-Jul-15",25757656,2575765600,25757656,100,1579,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296919","SRX551326",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619035","SAMN02740224","simple",122233,"Chaetoceros debilis","MMETSP0150",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","6A6A71047C87598B812271D69757582D","C4C7C209C8EB1DCD1AC510BE42DF2901"
"232","SRR1296920","MMETSP0152","/mnt/scratch/ljcohen/mmetsp/Thalassiothrix_antarctica/SRR1296920/trinity/trinity_out/Thalassiothrix_antarctica_SRR1296920.Trinity.fixed.fa",34412,201,9294,24136631,701.40158,0,7346,0,14238,84.7677,289,615,1071,1644,2767,0.39926,0.01554,0.01322,1.88596,0,0,0.1336,22836808,20895008,0.91497,18283301,0.80061,2611707,21771,117858,0.00488,6731,0.1956,93,0.0027,15703,0.45632,1382,0.04016,0.36292,0.47592,0.48957,"/mnt/scratch/ljcohen/mmetsp/Thalassiothrix_antarctica/SRR1296920/trinity/Thalassiothrix_antarctica_SRR1296920.Trinity.fixed.fasta",34412,201,9294,24136631,701.40158,0,7346,0,14238,84.7677,289,615,1071,1644,2767,0.39926,0.01554,0.01322,1.88596,0,0,0.1336,28261,28261,0.82125,1.10585,19179,0.75047,10422,0.40781,8660,0.33886,6576,0.25732,5682,0.22234,4516,0.17671,0.40963,"Thalassiothrix_antarctica_SRR1296920",246,47,136,429,0.573426573,22839663,22836808,99.99,19711902,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassiothrix","antarctica","L6-D1","22-Jul-15","26-Jul-15",22839663,2283966300,22839663,100,1377,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296920","SRX551327",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619039","SAMN02740290","simple",1049557,"Thalassiothrix antarctica","MMETSP0152",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","6A8B5B7F8AD03AFF075362E30DACE790","B9D843DEAB634D1E02A0019814E7AD96"
"233","SRR1296921","MMETSP0154","/mnt/scratch/ljcohen/mmetsp/Thalassiothrix_antarctica/SRR1296921/trinity/trinity_out/Thalassiothrix_antarctica_SRR1296921.Trinity.fixed.fa",37097,201,11129,28409414,765.81432,0,9232,1,16724,84.08394,312,711,1185,1764,2899,0.39637,0.01218,0.01198,1.8939,0,0,0.14319,23567702,21996542,0.93333,19482002,0.82664,2514540,22973,229858,0.00809,9972,0.26881,204,0.0055,22866,0.61638,1588,0.04281,0.37958,0.48839,0.42213,"/mnt/scratch/ljcohen/mmetsp/Thalassiothrix_antarctica/SRR1296921/trinity/Thalassiothrix_antarctica_SRR1296921.Trinity.fixed.fasta",37097,201,11129,28409414,765.81432,0,9232,1,16724,84.08394,312,711,1185,1764,2899,0.39637,0.01218,0.01198,1.8939,0,0,0.14319,24868,24868,0.67035,1.00266,19779,0.79748,10346,0.41714,9466,0.38166,8321,0.3355,7846,0.31635,7164,0.28885,0.4424,"Thalassiothrix_antarctica_SRR1296921",279,31,119,429,0.65034965,23573411,23567702,99.98,25566406,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassiothrix","antarctica","L6-D1","22-Jul-15","26-Jul-15",23573411,2357341100,23573411,100,1423,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296921","SRX551328",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619036","SAMN02740291","simple",1049557,"Thalassiothrix antarctica","MMETSP0154",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","42AE59FB6E1C5A4D241FCC15F231C394","0365205304B1EB75ADDEE9F21FEC8E2A"
"234","SRR1296922","MMETSP0156","/mnt/scratch/ljcohen/mmetsp/Thalassionema_nitzschioides/SRR1296922/trinity/trinity_out/Thalassionema_nitzschioides_SRR1296922.Trinity.fixed.fa",28014,201,14700,30369696,1084.08996,0,11228,7,16428,79.11132,485,1088,1622,2393,4148,0.42948,0.00545,0.00289,1.94304,0,0,0.19635,26262593,25401578,0.96722,23617220,0.89927,1784358,17099,201071,0.00662,6530,0.2331,143,0.0051,13746,0.49068,1612,0.05754,0.50633,0.54776,0.34576,"/mnt/scratch/ljcohen/mmetsp/Thalassionema_nitzschioides/SRR1296922/trinity/Thalassionema_nitzschioides_SRR1296922.Trinity.fixed.fasta",28014,201,14700,30369696,1084.08996,0,11228,7,16428,79.11132,485,1088,1622,2393,4148,0.42948,0.00545,0.00289,1.94304,0,0,0.19635,21769,21769,0.77708,1.08088,17567,0.87224,9081,0.45089,8466,0.42036,7600,0.37736,7284,0.36167,6858,0.34052,0.46134,"Thalassionema_nitzschioides_SRR1296922",292,30,107,429,0.680652681,26264741,26262593,99.99,23091438,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassionema","nitzschioides","L26-B","22-Jul-15","26-Jul-15",26264741,2626474100,26264741,100,1601,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296922","SRX551329",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619037","SAMN02740296","simple",33649,"Thalassionema nitzschioides","MMETSP0156",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","6838569357CF95A02A090E42EED0F98B","B68F988C0CD3950C6C8E625857A71FA0"
"235","SRR1296923","MMETSP0158","/mnt/scratch/ljcohen/mmetsp/Thalassionema_nitzschioides/SRR1296923/trinity/trinity_out/Thalassionema_nitzschioides_SRR1296923.Trinity.fixed.fa",27284,201,15624,31351356,1149.07477,0,11814,11,16818,79.04783,540,1154,1692,2474,4204,0.42945,0.00554,0.00452,1.94257,0,0,0.20615,28548319,27463116,0.96199,25588036,0.89631,1875080,17331,221333,0.00706,6587,0.24142,149,0.00546,11777,0.43164,1681,0.06161,0.51569,0.56192,0.41809,"/mnt/scratch/ljcohen/mmetsp/Thalassionema_nitzschioides/SRR1296923/trinity/Thalassionema_nitzschioides_SRR1296923.Trinity.fixed.fasta",27284,201,15624,31351356,1149.07477,0,11814,11,16818,79.04783,540,1154,1692,2474,4204,0.42945,0.00554,0.00452,1.94257,0,0,0.20615,22298,22298,0.81726,1.08501,17897,0.87086,9292,0.45214,8630,0.41993,7776,0.37838,7440,0.36203,6995,0.34037,0.45905,"Thalassionema_nitzschioides_SRR1296923",301,22,106,429,0.701631702,28552179,28548319,99.99,24886026,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassionema","nitzschioides","L26-B","22-Jul-15","26-Jul-15",28552179,2855217900,28552179,100,1743,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296923","SRX551330",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619038","SAMN02740297","simple",33649,"Thalassionema nitzschioides","MMETSP0158",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","4446E4131CBA488C02C0EDCE7EDDCBF5","45A5CCE5637B62BEA9516984C8E229A6"
"236","SRR1296924","MMETSP0169","/mnt/scratch/ljcohen/mmetsp/Corethron_pennatum/SRR1296924/trinity/trinity_out/Corethron_pennatum_SRR1296924.Trinity.fixed.fa",32356,201,3736,13736624,424.54642,0,1542,0,7736,87.66165,235,326,465,694,1207,0.53259,0.02321,0.01084,2.13409,0,0,0.08809,25726418,11055376,0.42973,7451088,0.28963,3604288,16491,90909,0.00662,7186,0.22209,106,0.00328,18773,0.5802,2829,0.08743,0.09489,0.14487,0.36637,"/mnt/scratch/ljcohen/mmetsp/Corethron_pennatum/SRR1296924/trinity/Corethron_pennatum_SRR1296924.Trinity.fixed.fasta",32356,201,3736,13736624,424.54642,0,1542,0,7736,87.66165,235,326,465,694,1207,0.53259,0.02321,0.01084,2.13409,0,0,0.08809,22586,22586,0.69805,0.94748,15229,0.63885,6747,0.28304,4958,0.20799,3745,0.1571,3414,0.14322,3058,0.12828,0.18826,"Corethron_pennatum_SRR1296924",15,51,363,429,0.034965035,25730477,25726418,99.98,13591321,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Corethrales","Corethraceae","Corethron","pennatum","L29A3","22-Jul-15","26-Jul-15",25730477,2573047700,25730477,100,1618,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296924","SRX551331",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619040","SAMN02740288","simple",218684,"Corethron pennatum","MMETSP0169",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","9CA787B8300E6CD254866317EDFC518C","BE4A57964C51EFF59057ACDED3C06135"
"237","SRR1296925","MMETSP0171","/mnt/scratch/ljcohen/mmetsp/Corethron_pennatum/SRR1296925/trinity/trinity_out/Corethron_pennatum_SRR1296925.Trinity.fixed.fa",43679,201,13293,34645651,793.18782,0,11893,4,19718,80.15028,331,751,1208,1740,2845,0.5176,0.01242,0.00869,2.08991,0,0,0.14883,28355110,26145500,0.92207,22787470,0.80365,3358030,27578,364271,0.01051,13644,0.31237,273,0.00625,22516,0.51549,2429,0.05561,0.37323,0.48139,0.43118,"/mnt/scratch/ljcohen/mmetsp/Corethron_pennatum/SRR1296925/trinity/Corethron_pennatum_SRR1296925.Trinity.fixed.fasta",43679,201,13293,34645651,793.18782,0,11893,4,19718,80.15028,331,751,1208,1740,2845,0.5176,0.01242,0.00869,2.08991,0,0,0.14883,32524,32524,0.74461,0.97599,25157,0.75492,13064,0.39203,11788,0.35374,10229,0.30696,9547,0.28649,8673,0.26026,0.42361,"Corethron_pennatum_SRR1296925",209,80,140,429,0.487179487,28360699,28355110,99.98,29260467,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Corethrales","Corethraceae","Corethron","pennatum","L29A3","22-Jul-15","26-Jul-15",28360699,2836069900,28360699,100,1786,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296925","SRX551332",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619041","SAMN02740289","simple",218684,"Corethron pennatum","MMETSP0171",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","AAE3F8752DC6297EB17BF39D2E80FBC8","11A2EE0B74EF830628CD35D8A3C3D622"
"238","SRR1296926","MMETSP0174","/mnt/scratch/ljcohen/mmetsp/Proboscia_alata/SRR1296926/trinity/trinity_out/Proboscia_alata_SRR1296926.Trinity.fixed.fa",50324,201,14577,42028108,835.15039,0,14104,11,20439,77.37379,321,826,1376,2059,3592,0.43025,0.00946,0.00851,1.9973,0,0,0.15544,26960381,24950488,0.92545,21575247,0.80026,3375241,35592,448533,0.01067,17093,0.33966,291,0.00578,29273,0.58169,2056,0.04086,0.35913,0.46107,0.44981,"/mnt/scratch/ljcohen/mmetsp/Proboscia_alata/SRR1296926/trinity/Proboscia_alata_SRR1296926.Trinity.fixed.fasta",50324,201,14577,42028108,835.15039,0,14104,11,20439,77.37379,321,826,1376,2059,3592,0.43025,0.00946,0.00851,1.9973,0,0,0.15544,34806,34806,0.69164,0.88275,26117,0.66238,13660,0.34645,12210,0.30967,10250,0.25996,9422,0.23896,8332,0.21132,0.40374,"Proboscia_alata_SRR1296926",269,44,116,429,0.627039627,26969803,26960381,99.97,40367940,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Proboscia","alata","PI-D3","22-Jul-15","26-Jul-15",26969803,2696980300,26969803,100,1645,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296926","SRX551333",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619042","SAMN02740270","simple",216777,"Proboscia alata","MMETSP0174",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","FEDCD3E5AF7F78288B81ECCDD384974A","8560EB651D03B62AF8F24049C6F47BD4"
"239","SRR1296927","MMETSP0176","/mnt/scratch/ljcohen/mmetsp/Proboscia_alata/SRR1296927/trinity/trinity_out/Proboscia_alata_SRR1296927.Trinity.fixed.fa",51562,201,13112,40836548,791.98922,0,13456,8,20201,76.79493,311,753,1275,1907,3322,0.42996,0.01047,0.00868,1.99652,0,0,0.14965,24441382,22417842,0.91721,19262919,0.78813,3154923,35981,460386,0.01127,17422,0.33788,354,0.00687,30667,0.59476,1921,0.03726,0.35831,0.45233,0.43825,"/mnt/scratch/ljcohen/mmetsp/Proboscia_alata/SRR1296927/trinity/Proboscia_alata_SRR1296927.Trinity.fixed.fasta",51562,201,13112,40836548,791.98922,0,13456,8,20201,76.79493,311,753,1275,1907,3322,0.42996,0.01047,0.00868,1.99652,0,0,0.14965,36380,36380,0.70556,0.90457,27077,0.67326,14328,0.35626,12792,0.31807,10669,0.26528,9753,0.2425,8631,0.21461,0.40881,"Proboscia_alata_SRR1296927",240,65,124,429,0.559440559,24443795,24441382,99.99,34450280,"BankBeszteri","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Proboscia","alata","PI-D3","22-Jul-15","26-Jul-15",24443795,2444379500,24443795,100,1507,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296927","SRX551334",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619043","SAMN02740271","simple",216777,"Proboscia alata","MMETSP0176",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","CE65527ECD2B03FBBD1A2DC7955966FE","46F088A05A1D7E6593B509D35B7D8601"
"240","SRR1296936","MMETSP0434","/mnt/scratch/ljcohen/mmetsp/Schmidingerella_taraikaensis/SRR1296936/trinity/Schmidingerella_taraikaensis_SRR1296936.Trinity.fixed.fasta",41763,201,11168,32654211,781.89333,0,10559,2,7584,41.83081,309,724,1276,1933,3096,0.50959,0.00497,0.0241,2.14425,0,0,0.15025,33279881,30518989,0.91704,28448636,0.85483,2070353,22019,172847,0.00529,6180,0.14798,170,0.00407,25936,0.62103,1985,0.04753,0.41871,0.50008,0.49927,"/mnt/scratch/ljcohen/mmetsp/Schmidingerella_taraikaensis/SRR1296936/trinity/Schmidingerella_taraikaensis_SRR1296936.Trinity.fixed.fasta",41763,201,11168,32654211,781.89333,0,10559,2,7584,41.83081,309,724,1276,1933,3096,0.50959,0.00497,0.0241,2.14425,0,0,0.15025,26,26,0.00062,0.00129,12,6e-04,1,5e-05,0,0,0,0,0,0,0,0,9e-05,"Schmidingerella_taraikaensis_SRR1296936",227,58,144,429,0.529137529,33293219,33279881,99.96,31415204,"SusanneMenden-Deuer","Alveolata(SAR,Chromalveolata)","Ciliophora","Spirotrichea","Tintinnida","Ptychocylididae","Favella","taraikaensis","FeNarragansettBay","22-Jul-15","26-Jul-15",33293219,3329321900,33293219,100,2094,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296936","SRX551343",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619052","SAMN02740332","simple",626734,"Schmidingerella taraikaensis","MMETSP0434",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","6B42DD4CE89325E6972BB7C642417F61","F1824D0CB81A3E319AFC94C6CF5BECEE"
