,Run,SampleName.x,assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,ID,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc,Input.Reads,Surviving.Reads,Percent.Surviving,Unique_kmers,Investigator,HighLevelClassification,Phylum,Class,Order,Family,Genus,Species,Strain,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName.y,CenterName,Submission,Consent,RunHash,ReadHash
360,SRR1296974,MMETSP0090,/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1296974/trinity/Chaetoceros_affinis_SRR1296974.Trinity.fixed.fasta,23017,201,11842,23077054,1002.60912,0,8246,4,12132,78.5904,408,1037,1621,2374,3880,0.41791,0.01301,0.01313,1.72722,0,0,0.1795,24641427,23483356,0.953,21603200,0.8767,1880156,17041,219260,0.0095,7563,0.32858,193,0.00839,10271,0.44624,1665,0.07234,0.43845,0.47694,0.39388,33,33,0.00143,0.00137,27,0.00112,8,0.00033,5,0.00021,2,8.00E-05,1,4.00E-05,0,0,0.00034,Chaetoceros_affinis_SRR1296974,263,38,128,429,0.613053613,24667955,24641427,99.89,18586883,SonyaDyhrman,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,affinis,CCMP159,22-Jul-15,26-Jul-15,24667955,2466795500,24667955,100,1453,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296974,SRX551381,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619090,SAMN02740402,simple,426623,Chaetoceros affinis,MMETSP0090,NCGR,SRA166822,public,08880F509B05375E2C9A880E150056E4,FCE333898BD1E03A8F17E3D49816375B
361,SRR1296975,MMETSP0091,/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1296975/trinity/Chaetoceros_affinis_SRR1296975.Trinity.fixed.fasta,21475,201,5281,15583904,725.67655,0,5380,0,9800,79.17413,308,697,1064,1473,2200,0.4203,0.0193,0.01698,1.72508,0,0,0.14298,20403155,18961881,0.92936,17097185,0.83797,1864696,12774,146785,0.00942,5137,0.23921,174,0.0081,7680,0.35763,3161,0.14719,0.34423,0.36917,0.03806,39,39,0.00182,0.00281,21,0.00151,12,0.00086,8,0.00058,5,0.00036,4,0.00029,2,0.00014,0.00085,Chaetoceros_affinis_SRR1296975,160,84,185,429,0.372960373,20431915,20403155,99.86,11877729,SonyaDyhrman,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,affinis,CCMP159,22-Jul-15,26-Jul-15,20431915,2043191500,20431915,100,1202,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296975,SRX551382,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619091,SAMN02740403,simple,426623,Chaetoceros affinis,MMETSP0091,NCGR,SRA166822,public,68A879422AF28D6738AEE4B4E7C3DECF,1856E0AABED9558B00C014ECEA4BFF19
362,SRR1296976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,26-Jul-15,14982052,1498205200,14982052,100,814,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296976,SRX551383,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619093,SAMN02740066,simple,104535,Uronema,MMETSP0018_2,NCGR,SRA166822,public,831597372AFE7F55208B0FA57A8229B5,FB8C0DC952B1B9E725ADE748D1A8B3C4
363,SRR1296977,MMETSP0707,/mnt/scratch/ljcohen/mmetsp/Asterionellopsis_glacialis/SRR1296977/trinity/trinity_out/Asterionellopsis_glacialis_SRR1296977.Trinity.fixed.fa,28672,201,11592,26478010,923.4797,0,9611,4,15128,79.52601,384,928,1424,2052,3311,0.43063,0.00808,0.00577,1.77958,0,0,0.17131,16350937,15629642,0.95589,14450377,0.88376,1179265,17418,164521,0.00621,7021,0.24487,110,0.00384,16960,0.59152,1848,0.06445,0.46848,0.49952,0.3621,19445,19445,0.67819,1.09285,15508,0.87158,8049,0.45237,7420,0.41702,6605,0.37121,6267,0.35222,5825,0.32738,0.45039,Asterionellopsis_glacialis_SRR1296977,256,58,115,429,0.596736597,16360343,16350937,99.94,27504921,SarahSmith,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,glacialis,CCMP134,22-Jul-15,26-Jul-15,16360343,1636034300,16360343,100,927,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296977,SRX551384,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619092,SAMN02739980,simple,33640,Asterionellopsis glacialis,MMETSP0707,NCGR,SRA166822,public,FCB263C066DEDE0F3C17916423BB28ED,E9737A12CC4FBFF13780D96FA15482B6
364,SRR1296978,MMETSP0448,/mnt/scratch/ljcohen/mmetsp/Heterocapsa_triquetra/SRR1296978/trinity/trinity_out/Heterocapsa_triquetra_SRR1296978.Trinity.fixed.fa,96553,201,12724,58706660,608.02523,0,15508,3,37778,92.43782,265,484,861,1412,2371,0.65104,0.00601,0.00229,2.13388,0,0,0.11364,22674626,19308691,0.85155,15197957,0.67026,4110734,55961,462829,0.00788,24898,0.25787,425,0.0044,65700,0.68046,2935,0.0304,0.30514,0.4099,0.44872,59333,59333,0.61451,0.94577,47662,0.75974,24418,0.38922,22239,0.35449,19373,0.30881,18280,0.29138,16912,0.26958,0.41296,Heterocapsa_triquetra_SRR1296978,207,61,161,429,0.482517483,22679666,22674626,99.98,51257369,SusanneMenden-Deuer,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,triquestra,CCMP448,22-Jul-15,26-Jul-15,22679666,2267966600,22679666,100,1466,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296978,SRX551385,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619094,SAMN02740042,simple,66468,Heterocapsa triquetra,MMETSP0448,NCGR,SRA166822,public,85906B72EA3B3DC0D6F83DC2A7CE7A46,37DBA49E8E970C7B03B889C3F5824A53
365,SRR1296979,MMETSP0288,/mnt/scratch/ljcohen/mmetsp/Alveolata/SRR1296979/trinity/trinity_out/Alveolata_SRR1296979.Trinity.fixed.fa,45014,201,9201,36245957,805.2152,0,11971,0,19056,73.83977,329,744,1288,1902,2993,0.5916,0.01056,0.00401,1.85821,0,0,0.14768,24419146,22212533,0.90964,19362364,0.79292,2850169,34518,510322,0.01408,16564,0.36797,291,0.00646,20822,0.46257,4098,0.09104,0.35933,0.39954,0.37639,33278,33278,0.73928,1.22081,21254,0.77971,11395,0.41803,9573,0.35119,7590,0.27844,6797,0.24935,5725,0.21002,0.41103,Alveolata_SRR1296979,242,63,124,429,0.564102564,24445873,24419146,99.89,29730020,PatrickKeeling,"Alveolata(SAR,Chromalveolata)",Apicomplexa,Aconoidasia,Piroplasmida,Bbesiidae,Alveolata,sp.,CCMP3155,22-Jul-15,26-Jul-15,24445873,2444587300,24445873,100,1496,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296979,SRX551386,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619095,SAMN02740450,simple,33630,Alveolata,MMETSP0288,NCGR,SRA166822,public,E417987EDC7BA1DDC3322DBE7EC2FA96,997324989A2A41CBBE4B3213C6BD2F11
366,SRR1296980,MMETSP0290,/mnt/scratch/ljcohen/mmetsp/Chromera_velia/SRR1296980/trinity/trinity_out/Chromera_velia_SRR1296980.Trinity.fixed.fa,54902,201,7198,37077996,675.34873,0,10939,0,18532,72.92489,292,575,976,1491,2432,0.53272,0.03106,0.01196,1.60314,0,0,0.13015,21573523,19814416,0.91846,17851656,0.82748,1962760,32713,202055,0.00545,13556,0.24691,165,0.00301,38349,0.6985,1756,0.03198,0.42787,0.49664,0.43331,32584,32584,0.59349,1.13731,25395,0.88639,13224,0.46157,12023,0.41965,10570,0.36894,10085,0.35201,9376,0.32726,0.44569,Chromera_velia_SRR1296980,204,78,147,429,0.475524476,21596941,21573523,99.89,41833464,PatrickKeeling,"Alveolata(SAR,Chromalveolata)",Unknown,Unknown,Unknown,Unknown,Chromera,velia,CCMP2878,22-Jul-15,26-Jul-15,21596941,2159694100,21596941,100,1297,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296980,SRX551387,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619096,SAMN02740451,simple,505693,Chromera velia,MMETSP0290,NCGR,SRA166822,public,C682C3311A1D215326266C7DE81AF099,168E5460761175EE214739418B6B516A
367,SRR1296981,MMETSP0308,/mnt/scratch/ljcohen/mmetsp/Gloeochaete_wittrockiana/SRR1296981/trinity/trinity_out/Gloeochaete_wittrockiana_SRR1296981.Trinity.fixed.fa,44169,201,12552,37495326,848.90593,0,12588,3,17716,72.68069,338,814,1385,2038,3350,0.49058,0.02317,0.00302,1.77293,0,0,0.15954,23490661,21717705,0.92453,19645956,0.83633,2071749,32130,492540,0.01314,15762,0.35686,326,0.00738,23325,0.52809,2800,0.06339,0.38916,0.47858,0.4326,31674,31674,0.71711,1.16577,22620,0.83254,11797,0.43419,10630,0.39124,9069,0.33379,8250,0.30364,7045,0.25929,0.44038,Gloeochaete_wittrockiana_SRR1296981,317,42,70,429,0.738927739,23516287,23490661,99.89,30998530,PatrickKeeling,Glaucophyta(Archaeplastida),Glaucophyta,Glaucophyceae,Gloeochaetales,Gloeochaetaceae,Gloeochaete,wittrockiana,SAG46.84,22-Jul-15,26-Jul-15,23516287,2351628700,23516287,100,1392,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296981,SRX551388,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619097,SAMN02740456,simple,38269,Gloeochaete wittrockiana,MMETSP0308,NCGR,SRA166822,public,65B9695FA9340600FF5966A428B2549E,2D26EA7D20ECF53F0239C0C04757CEB1
368,SRR1296982,MMETSP0312,/mnt/scratch/ljcohen/mmetsp/Compsopogon_caeruleus/SRR1296982/trinity/trinity_out/Compsopogon_caeruleus_SRR1296982.Trinity.fixed.fa,15370,201,15884,19202169,1249.32785,0,6162,8,6736,57.39364,491,1441,2323,3383,5389,0.50528,0.01932,0.00305,1.77382,0,0,0.21694,16921034,16183258,0.9564,15339954,0.90656,843304,8613,413357,0.02153,4345,0.28269,204,0.01327,7085,0.46096,1275,0.08295,0.45671,0.49554,0.31654,13038,13038,0.84828,1.11265,9665,0.8248,5154,0.43984,4832,0.41236,4318,0.36849,4072,0.3475,3728,0.31814,0.46052,Compsopogon_caeruleus_SRR1296982,282,26,121,429,0.657342657,16946559,16921034,99.85,16494991,PatrickKeeling,Rhodophyta(Archaeplastida),Rhodophyta,Compsopogonophyceae,Compsopogonales,Compsopogonaceae,Compsopogon,coeruleus,SAG36.94,22-Jul-15,26-Jul-15,16946559,1694655900,16946559,100,1015,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296982,SRX551389,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619098,SAMN02740457,simple,31354,Compsopogon caeruleus,MMETSP0312,NCGR,SRA166822,public,A29390EE4E992F0AB9C86322A1DB68A4,6A2F1961AE925C3BC9698C7346E57EB2
369,SRR1296983,MMETSP0313,/mnt/scratch/ljcohen/mmetsp/Porphyridium_aerugineum/SRR1296983/trinity/trinity_out/Porphyridium_aerugineum_SRR1296983.Trinity.fixed.fa,16974,201,10846,14744520,868.65323,0,4777,3,7986,79.33387,337,840,1476,2216,3550,0.48886,0.01239,0.00809,2.04439,0,0,0.16366,20159435,19313740,0.95805,17157617,0.8511,2156123,10868,131385,0.00891,4602,0.27112,120,0.00707,10763,0.63409,841,0.04955,0.40899,0.42561,0.0551,10916,10916,0.6431,1.00377,8398,0.77223,4544,0.41784,4137,0.38041,3619,0.33278,3363,0.30924,3025,0.27816,0.45608,Porphyridium_aerugineum_SRR1296983,188,88,153,429,0.438228438,20182060,20159435,99.89,14354388,PatrickKeeling,Rhodophyta(Archaeplastida),Rhodophyta,Rhodellophyceae,Porphyridiales,Porphyridiaceae,Porphyridium,aerugineum,SAG1380-2,22-Jul-15,26-Jul-15,20182060,2018206000,20182060,100,1209,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296983,SRX551390,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619099,SAMN02740458,simple,2792,Porphyridium aerugineum,MMETSP0313,NCGR,SRA166822,public,C6BF10AA6D69440E03392B631017C642,F11FD1A89A98B2E8F33A1FE01F423067
370,SRR1296984,MMETSP0314,/mnt/scratch/ljcohen/mmetsp/Rhodella_maculata/SRR1296984/trinity/trinity_out/Rhodella_maculata_SRR1296984.Trinity.fixed.fa,22031,201,9104,15814239,717.81758,0,4525,0,9154,80.48552,313,610,1018,1629,2916,0.60005,0.03392,2.00E-05,2.1445,0,0,0.13314,19626138,18550398,0.94519,16833272,0.8577,1717126,12589,149144,0.00943,5580,0.25328,140,0.00635,9714,0.44092,2558,0.11611,0.39715,0.42709,0.0435,16936,16936,0.76873,1.00142,14064,0.8316,7088,0.41911,6618,0.39132,5908,0.34934,5587,0.33036,5124,0.30298,0.42972,Rhodella_maculata_SRR1296984,149,106,174,429,0.347319347,19649048,19626138,99.88,11935412,PatrickKeeling,Rhodophyta(Archaeplastida),Rhodophyta,Rhodellophyceae,Rhodellales,Rhodellaceae,Rhodella,maculata,CCMP736,22-Jul-15,26-Jul-15,19649048,1964904800,19649048,100,1222,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296984,SRX551391,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619100,SAMN02740459,simple,38298,Rhodella maculata,MMETSP0314,NCGR,SRA166822,public,52154EDBD6006B297844DA24A51878CF,C124477E86B33EBA9996E9941D9A5C26
371,SRR1296985,MMETSP0315,/mnt/scratch/ljcohen/mmetsp/Rhodosorus_marinus/SRR1296985/trinity/trinity_out/Rhodosorus_marinus_SRR1296985.Trinity.fixed.fa,17731,201,11555,17338565,977.86729,0,5889,4,7441,64.00666,364,1045,1724,2568,4115,0.50088,0.03028,0.00634,1.90518,0,0,0.18167,17770618,16322708,0.91852,13519724,0.76079,2802984,11946,301558,0.01739,6131,0.34578,203,0.01145,8554,0.48243,1390,0.07839,0.32213,0.34856,0.35439,13695,13695,0.77238,0.90045,9338,0.61398,4956,0.32586,4468,0.29377,3666,0.24104,3253,0.21389,2749,0.18075,0.40045,Rhodosorus_marinus_SRR1296985,222,77,130,429,0.517482517,17791645,17770618,99.88,13313384,PatrickKeeling,Rhodophyta(Archaeplastida),Rhodophyta,Rhodellophyceae,Stylonematales,Stylonemataceae,Rhodosorus,marinus,UTEXLB2760,22-Jul-15,26-Jul-15,17791645,1779164500,17791645,100,1068,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296985,SRX551392,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619101,SAMN02740460,simple,101924,Rhodosorus marinus,MMETSP0315,NCGR,SRA166822,public,8A716BADBC6640CB8E24C023A2A95D0D,B9986331D5F9DC229A9A4D3F34FDAAB7
372,SRR1296986,MMETSP0493,/mnt/scratch/ljcohen/mmetsp/Thalassiosira_gravida/SRR1296986/trinity/trinity_out/Thalassiosira_gravida_SRR1296986.Trinity.fixed.fa,31274,201,8794,25714592,822.23547,0,9129,0,14446,76.12109,336,806,1273,1830,2858,0.486,0.01702,0.00943,1.95429,0,0,0.15845,16320035,15419720,0.94483,14176704,0.86867,1243016,17584,253129,0.00984,8388,0.26821,196,0.00627,18435,0.58947,3968,0.12688,0.39975,0.41372,0.0331,21157,21157,0.6765,1.05944,16787,0.84061,8693,0.4353,8049,0.40305,7128,0.35694,6730,0.33701,6179,0.30941,0.4424,Thalassiosira_gravida_SRR1296986,140,100,189,429,0.326340326,16325173,16320035,99.97,24376920,TatianaRynearson,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemaceae,Thalassiosira,gravida,GMp14c1,22-Jul-15,26-Jul-15,16325173,1632517300,16325173,100,939,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296986,SRX551393,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619102,SAMN02740365,simple,420259,Thalassiosira gravida,MMETSP0493,NCGR,SRA166822,public,77C0B9053DD4B529C9401E0E4AC1DC47,484A2433A5E67DF7A81449F91B7FAEC0
373,SRR1296987,MMETSP0494,/mnt/scratch/ljcohen/mmetsp/Thalassiosira_gravida/SRR1296987/trinity/trinity_out/Thalassiosira_gravida_SRR1296987.Trinity.fixed.fa,31486,201,12472,27579685,875.93486,0,8711,5,13536,73.41677,333,846,1502,2358,4132,0.48722,0.0144,0.00851,1.96259,0,0,0.16144,22690098,21500140,0.94756,19803070,0.87276,1697070,19749,258867,0.00939,9274,0.29454,174,0.00553,20764,0.65947,2012,0.0639,0.42954,0.44606,0.04908,19834,19834,0.62993,1.10533,14770,0.82312,7704,0.42934,6982,0.3891,6035,0.33632,5645,0.31459,5126,0.28567,0.43274,Thalassiosira_gravida_SRR1296987,165,73,191,429,0.384615385,22713984,22690098,99.89,26824756,TatianaRynearson,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemaceae,Thalassiosira,gravida,GMp14c1,22-Jul-15,26-Jul-15,22713984,2271398400,22713984,100,1369,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296987,SRX551394,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619103,SAMN02740366,simple,420259,Thalassiosira gravida,MMETSP0494,NCGR,SRA166822,public,A73247EF381E2C6B905ABD4F2500FE8E,FC89CC4C16E1A9388104CB6F2EEE4B21
374,SRR1296988,MMETSP0910,/mnt/scratch/ljcohen/mmetsp/Thalassiosira_rotula/SRR1296988/trinity/trinity_out/Thalassiosira_rotula_SRR1296988.Trinity.fixed.fa,35945,201,12573,26462912,736.20565,0,8294,5,15556,83.96684,303,652,1135,1741,2907,0.49589,0.01634,0.00951,1.95845,0,0,0.14261,14148182,13215010,0.93404,11924046,0.8428,1290964,21870,273702,0.01034,9448,0.26285,215,0.00598,26231,0.72975,1157,0.03219,0.4321,0.51836,0.48319,21927,21927,0.61002,1.08976,17140,0.85185,9030,0.44878,8286,0.41181,7276,0.36161,6894,0.34263,6430,0.31957,0.44611,Thalassiosira_rotula_SRR1296988,181,83,165,429,0.421911422,14153201,14148182,99.96,26517237,TatianaRynearson,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemaceae,Thalassiosira,rotula,GSO102,22-Jul-15,26-Jul-15,14153201,1415320100,14153201,100,820,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296988,SRX551395,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619104,SAMN02740369,simple,49265,Thalassiosira rotula,MMETSP0910,NCGR,SRA166822,public,DFFB4EE06926074EAEA149A74503D695,41755C463138B057C1A9EE64E7501A86
375,SRR1296989,MMETSP0911,/mnt/scratch/ljcohen/mmetsp/Thalassiosira_rotula/SRR1296989/trinity/trinity_out/Thalassiosira_rotula_SRR1296989.Trinity.fixed.fa,25604,201,6784,17015851,664.57784,0,5242,0,10360,78.04957,297,601,925,1297,1956,0.48663,0.0208,0.01082,1.92771,0,0,0.13486,13164348,12226919,0.92879,11147647,0.84681,1079272,12106,188598,0.01108,5600,0.21872,215,0.0084,13658,0.53343,3893,0.15205,0.36407,0.38475,0.03809,19526,19526,0.76262,1.02001,16519,0.86293,8502,0.44413,8042,0.4201,7274,0.37998,6936,0.36233,6476,0.3383,0.4423,Thalassiosira_rotula_SRR1296989,83,99,247,429,0.193473193,13170722,13164348,99.95,16633493,TatianaRynearson,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemaceae,Thalassiosira,rotula,GSO102,22-Jul-15,26-Jul-15,13170722,1317072200,13170722,100,758,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296989,SRX551396,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619105,SAMN02740370,simple,49265,Thalassiosira rotula,MMETSP0911,NCGR,SRA166822,public,AE1B2B8A615A73F3CF65179D46714249,E6EC800374D85628FB81917F96166408
376,SRR1296990,MMETSP0912,/mnt/scratch/ljcohen/mmetsp/Thalassiosira_rotula/SRR1296990/trinity/trinity_out/Thalassiosira_rotula_SRR1296990.Trinity.fixed.fa,27207,201,4635,18173835,667.98379,0,5690,0,11494,78.45004,301,623,928,1266,1845,0.48684,0.02352,0.01252,1.9322,0,0,0.13587,13303478,12287367,0.92362,11222554,0.84358,1064813,13484,187926,0.01034,6073,0.22321,233,0.00856,14101,0.51829,4350,0.15989,0.35701,0.37929,0.03988,20863,20863,0.76682,1.02652,17611,0.86651,9051,0.44534,8533,0.41985,7772,0.38241,7419,0.36504,6934,0.34117,0.44108,Thalassiosira_rotula_SRR1296990,99,109,221,429,0.230769231,13309667,13303478,99.95,19907561,TatianaRynearson,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemaceae,Thalassiosira,rotula,GSO102,22-Jul-15,26-Jul-15,13309667,1330966700,13309667,100,765,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296990,SRX551397,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619107,SAMN02740371,simple,49265,Thalassiosira rotula,MMETSP0912,NCGR,SRA166822,public,D05A7F8C3F9DDF81A8CFC6CA68A74C69,11ED12F0B88A56F38AEA048DA247451B
377,SRR1296991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,26-Jul-15,25051252,2505125200,25051252,100,1583,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296991,SRX551398,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619106,SAMN02739957,simple,1486919,Chlamydomonas euryale,MMETSP0063_2,NCGR,SRA166822,public,A11D544390B74A6984BF78D28667BC1E,A8A0BF0523EFAD15CE39C8890DC0A662
378,SRR1296992,MMETSP0492,/mnt/scratch/ljcohen/mmetsp/Thalassiosira_gravida/SRR1296992/trinity/trinity_out/Thalassiosira_gravida_SRR1296992.Trinity.fixed.fa,24876,201,6811,17907416,719.86718,0,6061,0,10183,70.78249,312,684,1034,1436,2163,0.478,0.01796,0.00899,1.94543,0,0,0.14413,19315131,18206915,0.94262,16285616,0.84315,1921299,12940,165895,0.00926,6371,0.25611,132,0.00531,14016,0.56343,4077,0.16389,0.36164,0.37294,0.02535,16937,16937,0.68086,1.03419,14376,0.87782,7307,0.44617,6930,0.42315,6361,0.38841,6057,0.36985,5589,0.34127,0.44963,Thalassiosira_gravida_SRR1296992,107,71,251,429,0.249417249,19970753,19315131,96.72,17667832,TatianaRynearson,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemaceae,Thalassiosira,gravida,GMp14c1,22-Jul-15,26-Jul-15,19970753,1997075300,19970753,100,1236,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296992,SRX551399,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS619108,SAMN02740364,simple,420259,Thalassiosira gravida,MMETSP0492,NCGR,SRA166822,public,A852365108434277C4AC841FD56B5A5E,F894DBE598131B8CFFC95BDBCD3539DF
